DY1JetsToLL,Reducible,1012.5,68898175,68847103.6,,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY2JetsToLL,Reducible,332.8,20456037,20438994.1,,/DY2JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY3JetsToLL,Reducible,101.8,5652357,5645950.4,,/DY3JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY4JetsToLL,Reducible,54.8,2817812,2812064,,/DY4JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
DYJetsToLL,Reducible,6225.42,100194597,100108066,,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
EWKWMinus2Jets,Rare,20.35,4427200,4415635.9,,/EWKWMinus2Jets_WToLNu_M-50_TuneCP5_13TeV-madgraph-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
EWKWPlus2Jets,Rare,29.59,4372000,4365946.1,,/EWKWPlus2Jets_WToLNu_M-50_TuneCP5_13TeV-madgraph-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_s-channel_antitop_lD,Rare,3.74,2969000,3441527,,/ST_s-channel_antitop_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_s-channel_top_lD,Rare,3.74,6934200,12929899.4,,/ST_s-channel_top_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_tW_antitop,Rare,35.85,7623000,266469926.9,,/ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_tW_top,Rare,35.85,9598000,334873926.5,,/ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_antitop,Rare,80.95,79090800,5125984909,,/ST_t-channel_antitop_4f_InclusiveDecays_TuneCP5_13TeV-powheg-madspin-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_top,Rare,80.95,5903676,815048628.4,,/ST_t-channel_top_5f_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTGamma_1LT,Rare,0.7659,4840000,4834322,,/TTGamma_SingleLeptFromT_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_1LTbar,Rare,0.7659,4945000,4939020.3,,/TTGamma_SingleLeptFromTbar_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1_ext1-v1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_2L,Rare,0.6343,4940000,4932370.3,,/TTGamma_Dilept_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_Hadr,Rare,0.7953,4940000,4934601.2,,/TTGamma_Hadronic_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets,Rare,831.76,28558522,28520548.1,,/TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets_DiLept,Rare,87.3,28558522,28520548.1,,/TTJets_DiLept_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets_SingleLeptFromT,Rare,182.175,57259880,57182714.2,,/TTJets_SingleLeptFromT_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets_SingleLeptFromTbar,Rare,182.75,59929205,59848642.6,,/TTJets_SingleLeptFromTbar_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTTo2L2Nu,Rare,87.3,64310000,4635758769,,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTToHadronic,Rare,377.96,133808000,41987019057,,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTToSemiLeptonic,Rare,365.35,101550000,30545160372,,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
W1JetsToLNu,Reducible,8104,51082776,51041287.3,,/W1JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W2JetsToLNu,Reducible,2793,23290710,23268743.8,,/W2JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W3JetsToLNu,Reducible,992.5,14508481,14489855.9,,/W3JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W4JetsToLNu,Reducible,604,10082747,10059678.5,,/W4JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
WJetsToLNu,Reducible,61526.7,71026861,70961927.8,,/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
WW,Rare,75.8,7850000,7846119,,/WW_TuneCP5_13TeV-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
WWTo1L1Nu2Q,Rare,11.66,4683136,690993423.2,,/WWTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WWTo2L2Nu,Rare,11.08,7758900,85917499.3,,/WWTo2L2Nu_NNPDF31_TuneCP5_13TeV-powheg-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WWTo4Q,Rare,47.73,3808800,181713074.3,,/WWTo4Q_NNPDF31_TuneCP5_13TeV-powheg-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WWToLNuQQ,Rare,45.99,19199100,882613208.2,,/WWToLNuQQ_NNPDF31_TuneCP5_13TeV-powheg-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WZ,Rare,27.6,3885000,3884151,,/WZ_TuneCP5_13TeV-pythia8/RunIIAutumn18NanoAODv5_v3-DeepTauv2p1_TauPOG-v1/USER
WZTo1L1Nu2Q,Rare,11.66,18816826,347544714.8,,/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WZTo1L3Nu,Rare,3.293,1690064,9826531,,/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WZTo2L2Q,Rare,6.331,28193648,275209690.5,,/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
WZTo3LNu,Rare,5.052,10749269,92490771.1,,/WZTo3LNu_TuneCP5_13TeV-amcatnloFXFX-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZHToTauTau,Signal,0.0593,4761815,3757642.5,,/ZHToTauTau_M125_13TeV_powheg_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZZ,ZZ,12.14,1979000,1978770.8,ignore,/ZZ_TuneCP5_13TeV-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
ZZ4L,ZZ,1.325,172780900,206229296.3,ignore,/ZZTo4L_M-1toInf_TuneCP5_13TeV_powheg_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZZTo2L2Nu,ZZ,0.564,56428600,37249215.8,ignore,/ZZTo2L2Nu_TuneCP5_13TeV_powheg_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1_ext1-v2-356de610306f98d5390c848c8a1b17af/USER
ZZTo2L2Q,ZZ,3.688,26310882,148350382,ignore,/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZZTo2Q2Nu,ZZ,3.688,57619245,410808998.8,ignore,/ZZTo2Q2Nu_TuneCP5_13TeV_amcatnloFXFX_madspin_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZZTo4Lmcnlo,ZZ,1.365,26370000,55640000, ,/ZZTo4L_TuneCP5_13TeV-amcatnloFXFX-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER